id,file,engine_id,sensor,extractor,n_mentions,context,human
116,traces_FD001_zero_shot_k0_n30.json,83,s12,increase,1,"The sensor readings show a gradual increase in s11, s12, and s15, indicating advanced wear. Conversely, s9 and s14 exhibit decreasing values, suggesting reduced efficiency. Additionally, there is an increasing varia...",increase
117,traces_FD001_zero_shot_k0_n15.json,31,s4,absent,0,,absent
118,traces_FD003_zero_shot_k0_n15.json,47,s9,decrease,1,"The sensor readings show a gradual increase in s11, s12, and s15, indicating advanced wear. Conversely, s9 and s14 exhibit decreasing values, suggesting reduced efficiency. The monotonic drift of these sensors suggests an impending failure within the next few cycles...",decrease
119,traces_FD001_few_shot_k10.json,16,s4,absent,0,,absent
120,traces_FD003_few_shot_k10.json,40,s12,absent,0,,absent
121,traces_FD001_zero_shot_k0_n15.json,29,s11,increase,1,"The turbofan engine is showing signs of advanced wear, with increasing values in degradation-related sensors such as s11 (0.482 to 0.494) and s12 (0.537 to 0.614). Conversely, efficiency-related sensors like s9 (0.245 to 0.235) and s14 (0.277 to 0.240) are trending downwards, ind...",increase
122,traces_FD001_zero_shot_k0_n30_run3.json,60,s9,decrease,1,"The sensor readings show a gradual increase in s11, s12, and s15, indicating advanced wear. Conversely, s9 and s14 exhibit decreasing values, suggesting efficiency loss. Additionally, increasing variance is observed in several sensors, further supporting the conclus...",decrease
123,traces_FD001_zero_shot_k0_n15.json,47,s11,unspecified,1,"...s s9 and s14 show a consistent decrease in values, indicating advanced wear. Meanwhile, the degradation-related sensors s11, s12, and s15 exhibit increasing values, suggesting accelerated degradation. These trends indicate that the engine is approaching failure, with an estimated re...",increase
124,traces_FD003_zero_shot_k0.json,16,s12,unspecified,1,"The recent trend shows increasing values for s11 (0.291 at t-2, up from 0.240 at t-5) and s12 (0.223 at t-2, up from 0.191 at t-5), indicating advanced wear in these degradation-related sensors. In contrast, efficiency-related sensors like s9 (0.158 at ...",increase
125,traces_FD001_few_shot_k5_n15.json,50,s7,decrease,1,"...gradual degradation, with increasing deviations from normal operating conditions. Specifically, the efficiency sensors (s7 and s8) show a steady decline in readings over time, indicating advanced wear on the engine's compressor or turbine blades. This trend is consistent with the r...",decrease
126,traces_FD001_zero_shot_k0_n15.json,84,s11,increase,1,"The turbofan engine is showing signs of advanced wear, with increasing values in degradation-related sensors such as s11 (max=0.608) and s12 (max=0.608), indicating a decline in performance. Conversely, efficiency-related sensors like s9 (min=0.103) and s14 (min=0.145) are trendi...",increase
127,traces_FD001_zero_shot_k0_n30_run3.json,34,s14,decrease,1,"...rs such as s11 (0.821 at t-6) and s12 (0.356 at t-6). Conversely, efficiency-related sensors like s9 (0.104 at t-7) and s14 (0.141 at t-6) are trending downwards, indicating a decline in performance. The overall trend suggests that the engine is approaching failure within the next 2...",decrease
128,traces_FD001_zero_shot_k0_n15.json,18,s11,increase,1,"The turbofan engine is showing signs of advanced wear, with increasing values in degradation-related sensors such as s11 (trend: 0.429 -> 0.506) and s12 (trend: 0.529 -> 0.550). Conversely, efficiency-related sensors like s9 and s14 are decreasing, indicating a decline in perform...",increase
129,traces_FD003_few_shot_k3_n15.json,47,s9,absent,0,,absent
130,traces_FD003_zero_shot_k0_n30.json,40,s11,increase,1,"...s s9 and s14 show a consistent decrease in values, indicating advanced wear. Meanwhile, the degradation-related sensors s11 and s12 exhibit increasing variance and monotonic drift, suggesting an approaching failure. These trends are indicative of a moderate to severe level of engine...",unspecified
131,traces_FD001_zero_shot_k0_n15.json,3,s12,unspecified,1,"... showing signs of advanced wear, with increasing values in degradation-related sensors such as s11 (0.613 to 0.613) and s12 (0.505 to 0.456), indicating a trend towards failure. Conversely, efficiency-related sensors like s9 (0.129 to 0.124) and s14 (0.158 to 0.163) are showing rela...",increase
132,traces_FD001_few_shot_k10.json,71,s7,unspecified,1,"The engine's sensor readings indicate advanced wear, particularly in efficiency sensors (s7 and s8) with values consistently above 0.5. This pattern is consistent with the provided examples of engines with a true RUL of 0, suggesting that the engine h...",unspecified
133,traces_FD003_zero_shot_k0_n30.json,2,s9,decrease,1,"The sensor readings show a gradual increase in s11, s12, and s15, indicating advanced wear. Conversely, s9 and s14 exhibit decreasing values, suggesting reduced efficiency. These trends suggest that the engine is approaching failure, with an estimated remaining usef...",decrease
134,traces_FD003_zero_shot_k0_n30.json,46,s15,unspecified,1,"The sensor readings show a gradual increase in values for degradation-related sensors such as s11, s12, and s15, indicating advanced wear. In contrast, efficiency-related sensors like s9 and s14 exhibit decreasing values, suggesting a decline in performance. The increasi...",increase
135,traces_FD001_zero_shot_k0.json,90,s9,decrease,1,"... increase in s11, s12, and s15, indicating advanced wear on the engine's compressor and turbine components. Conversely, s9 and s14 exhibit decreasing values, suggesting reduced efficiency. The overall trend suggests that the engine is approaching failure, with increasing variance a...",decrease
136,traces_FD001_zero_shot_k0_n30_run4.json,77,s12,increase,1,"The sensor readings show a gradual increase in s11, s12, and s15, indicating advanced wear and potential failure. Conversely, s9 and s14 exhibit decreasing values, suggesting reduced efficiency. The overall trend su...",increase
137,traces_FD003_few_shot_k3.json,70,s11,increase,1,"The engine exhibits a pattern of gradual wear, with increasing deviations in efficiency sensors (s8 and s11) over the last five cycles. This is consistent with the reference example of advanced wear, suggesting that the engine has approximately 30 cycles remaining be...",unspecified
138,traces_FD001_zero_shot_k0_n30.json,22,s11,increase,1,"The turbofan engine is showing signs of advanced wear, with increasing values in degradation-related sensors such as s11 (0.470 at t-3) and s12 (0.710 at t-3). Conversely, efficiency-related sensors like s9 (0.116 at t-3) and s14 (0.136 at t-3) are decreasing, indicating a declin...",increase
139,traces_FD001_zero_shot_k0_n30_run4.json,22,s15,increase,1,"The sensor readings show a gradual increase in s11, s12, and s15, indicating advanced wear. Conversely, s9 and s14 exhibit decreasing values, suggesting reduced efficiency. These trends suggest that the engine is approaching...",increase
